case_id,title,level,status,evidence,detail,metrics,parent_task_id,child_task_id,execution_time,preconditions,input_files,input_sha256,shards,candidate_set,selection_reason,execution_node,gpu_id,actual_outputs,missing_samples,duplicate_samples,log_evidence,issue_id,retry_relation,cleanup_record,test_conclusion,coverage_source,supporting_files
DT04,重庆链路中断、停派与分片重试,A,PASS-SIM,case_evidence/DT04.json,OTN断开后，运行中的重庆分片失败；未开始分片不再派往重庆，按原子任务关联关系重试至海南；恢复后才允许重庆重新纳管。,断链后重庆新派发0；重试至海南1/1；重复父任务0,DT04-PARENT,S01-S08,2026-08-06T10:00:00+08:00 (simulation),确定性合成输入、冻结镜像摘要、仿真节点资源已加载,dataset-140m.tar.gz; manifest.csv; manifest_part-01..08.csv,939ac769d7910bf51b920c47b5bd912a1cabb68b42a95151ed68820c560df6e2,S01-S08,海南/重庆；按健康、链路、镜像、兼容性和单卡显存过滤,OTN断开后，运行中的重庆分片失败；未开始分片不再派往重庆，按原子任务关联关系重试至海南；恢复后才允许重庆重新纳管。,海南/重庆（仿真）,海南-GPU1/重庆-GPU1（仿真）,分片结果、结果哈希、状态记录和用例证据JSON,0,0,case_evidence/DT04.json; audit_log.jsonl,NONE,DT04-PARENT-S03,case_evidence/DT04.json: cleanup_status=SIMULATED,PASS-SIM: OTN断开后，运行中的重庆分片失败；未开始分片不再派往重庆，按原子任务关联关系重试至海南；恢复后才允许重庆重新纳管。,direct:DT04,dt04_failure_recovery.csv; charts/failure_recovery.png
DT05,结果汇聚、跨境回传与数据清理,A,PASS-SIM,case_evidence/DT05.json,A/B两个父任务使用独立任务键和结果哈希，汇聚后分别形成结果包；模拟确认后删除输入、中间文件、临时容器和非必要缓存，仅保留审计记录。,父任务交叉覆盖0；哈希一致性模拟通过；清理对象4类/任务,DT05-PARENT,S01-S08,2026-08-06T10:00:00+08:00 (simulation),确定性合成输入、冻结镜像摘要、仿真节点资源已加载,dataset-140m.tar.gz; manifest.csv; manifest_part-01..08.csv,939ac769d7910bf51b920c47b5bd912a1cabb68b42a95151ed68820c560df6e2,S01-S08,海南/重庆；按健康、链路、镜像、兼容性和单卡显存过滤,A/B两个父任务使用独立任务键和结果哈希，汇聚后分别形成结果包；模拟确认后删除输入、中间文件、临时容器和非必要缓存，仅保留审计记录。,海南/重庆（仿真）,海南-GPU1/重庆-GPU1（仿真）,分片结果、结果哈希、状态记录和用例证据JSON,0,0,case_evidence/DT05.json; audit_log.jsonl,NONE,NONE,case_evidence/DT05.json: cleanup_status=SIMULATED,PASS-SIM: A/B两个父任务使用独立任务键和结果哈希，汇聚后分别形成结果包；模拟确认后删除输入、中间文件、临时容器和非必要缓存，仅保留审计记录。,direct:DT05,dt05_isolation_cleanup.csv; charts/failure_recovery.png
TC21,任务与结果隔离,A,PASS-SIM,case_evidence/TC21.json,A/B并行父任务使用独立父子任务键、结果哈希和输出目录；无覆盖和错配。,唯一任务键100%,TC21-PARENT,S01-S08,2026-08-06T10:00:00+08:00 (simulation),确定性合成输入、冻结镜像摘要、仿真节点资源已加载,dataset-140m.tar.gz; manifest.csv; manifest_part-01..08.csv,939ac769d7910bf51b920c47b5bd912a1cabb68b42a95151ed68820c560df6e2,S01-S08,海南/重庆；按健康、链路、镜像、兼容性和单卡显存过滤,A/B并行父任务使用独立父子任务键、结果哈希和输出目录；无覆盖和错配。,海南/重庆（仿真）,海南-GPU1/重庆-GPU1（仿真）,分片结果、结果哈希、状态记录和用例证据JSON,0,0,case_evidence/TC21.json; audit_log.jsonl,NONE,NONE,case_evidence/TC21.json: cleanup_status=SIMULATED,PASS-SIM: A/B并行父任务使用独立父子任务键、结果哈希和输出目录；无覆盖和错配。,direct:TC21,tc21_isolation.csv
TC28,任务完成后数据清理,A,PASS-SIM,case_evidence/TC28.json,结果确认后清理输入、中间文件、临时容器和非必要缓存，审计日志保留。,清理对象4类/任务,TC28-PARENT,TC28-S01,2026-08-06T10:00:00+08:00 (simulation),确定性合成输入、冻结镜像摘要、仿真节点资源已加载,dataset-140m.tar.gz; manifest.csv; manifest_part-01..08.csv,939ac769d7910bf51b920c47b5bd912a1cabb68b42a95151ed68820c560df6e2,NOT_APPLICABLE,海南/重庆；按健康、链路、镜像、兼容性和单卡显存过滤,结果确认后清理输入、中间文件、临时容器和非必要缓存，审计日志保留。,海南/重庆（仿真）,海南-GPU1/重庆-GPU1（仿真）,分片结果、结果哈希、状态记录和用例证据JSON,NOT_APPLICABLE,NOT_APPLICABLE,case_evidence/TC28.json; audit_log.jsonl,NONE,NONE,case_evidence/TC28.json: cleanup_status=SIMULATED,PASS-SIM: 结果确认后清理输入、中间文件、临时容器和非必要缓存，审计日志保留。,direct:TC28,cleanup_records.json
TC29,全流程审计追踪,A,PASS-SIM,case_evidence/TC29.json,审计记录具备任务ID、阶段、节点、时间戳、状态和原因字段，时间顺序可关联。,关键字段完整率100%,TC29-PARENT,TC29-S01,2026-08-06T10:00:00+08:00 (simulation),确定性合成输入、冻结镜像摘要、仿真节点资源已加载,dataset-140m.tar.gz; manifest.csv; manifest_part-01..08.csv,939ac769d7910bf51b920c47b5bd912a1cabb68b42a95151ed68820c560df6e2,NOT_APPLICABLE,海南/重庆；按健康、链路、镜像、兼容性和单卡显存过滤,审计记录具备任务ID、阶段、节点、时间戳、状态和原因字段，时间顺序可关联。,海南/重庆（仿真）,海南-GPU1/重庆-GPU1（仿真）,分片结果、结果哈希、状态记录和用例证据JSON,NOT_APPLICABLE,NOT_APPLICABLE,case_evidence/TC29.json; audit_log.jsonl,NONE,NONE,case_evidence/TC29.json: cleanup_status=SIMULATED,PASS-SIM: 审计记录具备任务ID、阶段、节点、时间戳、状态和原因字段，时间顺序可关联。,direct:TC29,audit_log.jsonl
TC30,连续稳定运行,A/C,PASS-SIM,case_evidence/TC30.json,以15分钟虚拟时间槽运行24小时混合任务，检查任务状态完整性和结果隔离；未宣称替代现场24小时运行。,192/192成功；成功率100.00%,TC30-PARENT,TC30-S01,2026-08-06T10:00:00+08:00 (simulation),确定性合成输入、冻结镜像摘要、仿真节点资源已加载,dataset-140m.tar.gz; manifest.csv; manifest_part-01..08.csv,939ac769d7910bf51b920c47b5bd912a1cabb68b42a95151ed68820c560df6e2,NOT_APPLICABLE,海南/重庆；按健康、链路、镜像、兼容性和单卡显存过滤,以15分钟虚拟时间槽运行24小时混合任务，检查任务状态完整性和结果隔离；未宣称替代现场24小时运行。,海南/重庆（仿真）,海南-GPU1/重庆-GPU1（仿真）,分片结果、结果哈希、状态记录和用例证据JSON,NOT_APPLICABLE,NOT_APPLICABLE,case_evidence/TC30.json; audit_log.jsonl,NONE,NONE,case_evidence/TC30.json: cleanup_status=SIMULATED,PASS-SIM: 以15分钟虚拟时间槽运行24小时混合任务，检查任务状态完整性和结果隔离；未宣称替代现场24小时运行。,direct:TC30,tc30_stability.csv; charts/stability.png
TC02,身份认证失败,A,NOT-RUN,case_evidence/TC02.json,需要真实认证接口和专用测试账号；本地仿真未伪造认证系统。,,TC02-PARENT,现场待填,现场待执行,现场待确认：真实账号、节点代理、VPN/OTN、调度API或条件镜像,现场冻结清单待填,现场待填,NOT_APPLICABLE,现场待采集,现场待记录,现场待执行,现场待记录,现场待生成,现场待填,现场待填,现场待生成,现场待填,现场待填,现场待填,NOT-RUN: 需要真实认证接口和专用测试账号；本地仿真未伪造认证系统。,direct:TC02,case_evidence/TC02.json
TC03,非授权端口或路径,A,NOT-RUN,case_evidence/TC03.json,需要真实VPN、防火墙和管理接口；本地仿真不替代网络安全验证。,,TC03-PARENT,现场待填,现场待执行,现场待确认：真实账号、节点代理、VPN/OTN、调度API或条件镜像,现场冻结清单待填,现场待填,NOT_APPLICABLE,现场待采集,现场待记录,现场待执行,现场待记录,现场待生成,现场待填,现场待填,现场待生成,现场待填,现场待填,现场待填,NOT-RUN: 需要真实VPN、防火墙和管理接口；本地仿真不替代网络安全验证。,direct:TC03,case_evidence/TC03.json
TC24,新加坡—海南VPN中断,A,NOT-RUN,case_evidence/TC24.json,资源说明只提供登录资源，未提供可控VPN链路和调度端点。,,TC24-PARENT,现场待填,现场待执行,现场待确认：真实账号、节点代理、VPN/OTN、调度API或条件镜像,现场冻结清单待填,现场待填,NOT_APPLICABLE,现场待采集,现场待记录,现场待执行,现场待记录,现场待生成,现场待填,现场待填,现场待生成,现场待填,现场待填,现场待填,NOT-RUN: 资源说明只提供登录资源，未提供可控VPN链路和调度端点。,direct:TC24,case_evidence/TC24.json
TC16,轻量训练或微调,C,NOT-APPLICABLE,case_evidence/TC16.json,新加坡任务方尚未提供轻量训练镜像、合成文本数据和模型许可冻结条件；不纳入本轮主流程验收。,,TC16-PARENT,现场待填,现场待执行,现场待确认：真实账号、节点代理、VPN/OTN、调度API或条件镜像,现场冻结清单待填,现场待填,NOT_APPLICABLE,现场待采集,现场待记录,现场待执行,现场待记录,现场待生成,现场待填,现场待填,现场待生成,现场待填,现场待填,现场待填,NOT-APPLICABLE: 新加坡任务方尚未提供轻量训练镜像、合成文本数据和模型许可冻结条件；不纳入本轮主流程验收。,direct:TC16,case_evidence/TC16.json
DT06,两地独立轻量训练试验,C,NOT-APPLICABLE,case_evidence/DT06.json,与TC16相同，条件未满足；具备条件后按方案单独执行，不以当前推理仿真替代。,,DT06-PARENT,S01-S08,现场待执行,现场待确认：真实账号、节点代理、VPN/OTN、调度API或条件镜像,现场冻结清单待填,现场待填,现场待填,现场待采集,现场待记录,现场待执行,现场待记录,现场待生成,现场待填,现场待填,现场待生成,现场待填,现场待填,现场待填,NOT-APPLICABLE: 与TC16相同，条件未满足；具备条件后按方案单独执行，不以当前推理仿真替代。,direct:DT06,case_evidence/DT06.json
